Stock,Name,Sector,Cap,Pattern,TF,Date,Status,Breakout_Zone,CMP,Upside_%,Quality,Vol_Surge,CANSLIM,Reco,Window
TATACOMM,Tata Communications Limited,Communication Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,8167.0,7062.0,15.65,0.184,1.03,4,WATCH — mixed,60
ABB,ABB India Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,538.4,565.85,-4.85,0.183,0.42,4,WATCH — mixed,100
ABINFRA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,538.4,565.85,-4.85,0.183,0.42,4,WATCH — mixed,100
ABLBL,ADITYA BIRLA LIFES BRAN L,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,538.4,565.85,-4.85,0.183,0.42,4,WATCH — mixed,100
ABCOTS,A B COTSPIN INDIA LIMITED,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,538.4,565.85,-4.85,0.183,0.42,4,WATCH — mixed,100
ABDL,ALLIED BLEND N DISTILS L,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,538.4,565.85,-4.85,0.183,0.42,4,WATCH — mixed,100
DEEPINDS,Deep Industries Limited,Energy,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,313.1,432.25,-27.57,0.181,0.8,4,WATCH — mixed,40
IRISDOREME,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,36.68,36.57,0.3,0.181,0.82,4,WATCH — mixed,60
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,4.74,5.69,-16.7,0.181,0.35,4,WATCH — mixed,60
TIMKEN,Timken India Limited,Industrials,Large,DoubleBottom,Weekly,2026-04-20,Pattern Formed,528.1,466.3,13.25,0.18,1.27,4,WATCH — mixed,40
AIAENG,AIA Engineering Limited,Industrials,Large,DoubleBottom,Weekly,2026-04-20,Pattern Formed,4089.7,4043.4,1.15,0.179,0.64,4,WATCH — mixed,40
PRITIKAUTO,Pritika Auto Industries Limited,Industrials,Micro,DoubleBottom,Daily,2026-04-20,Pattern Formed,314.45,279.45,12.52,0.179,0.23,4,WATCH — mixed,40
CINEVISTA,Cinevista Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,291.63,273.89,6.48,0.178,0.27,4,WATCH — mixed,60
CIFL,Capital India Finance Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,291.63,273.89,6.48,0.178,0.27,4,WATCH — mixed,60
CINELINE,Cineline India Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,291.63,273.89,6.48,0.178,0.27,4,WATCH — mixed,60
CLSEL,Chaman Lal Setia Exports Ltd.,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,291.63,273.89,6.48,0.178,0.27,4,WATCH — mixed,60
CLEANMAX,CLEAN MAX ENVIRO EN SOL L,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,291.63,273.89,6.48,0.178,0.27,4,WATCH — mixed,60
CIPLA,Cipla Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,291.63,273.89,6.48,0.178,0.27,4,WATCH — mixed,60
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,4,WATCH — mixed,100
AEQUS,AEQUS LIMITED,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,4,WATCH — mixed,100
AGARIND,Agarwal Industrial Corporation Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,92.33,88.5,4.33,0.175,0.46,4,WATCH — mixed,100
SURANAT&P,Surana Telecom and Power Limited,Utilities,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,62.25,59.52,4.59,0.174,0.32,4,WATCH — mixed,60
ADL,Archidply Decor Limited,Consumer Cyclical,Micro,InverseHS,Daily,2026-04-23,Pattern Formed,1045.85,1366.7,-23.48,0.171,1.03,4,WATCH — mixed,80
SENCO,Senco Gold Limited,Consumer Cyclical,Mid,DoubleBottom,Daily,2026-04-20,Pattern Formed,988.1,1557.0,-36.54,0.17,0.47,4,WATCH — mixed,40
MANOMAY,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,389.93,543.0,-28.19,0.169,0.33,4,WATCH — mixed,80
IBULLSLTD,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,366.65,360.85,1.61,0.168,0.34,4,WATCH — mixed,60
HPL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,366.65,360.85,1.61,0.168,0.34,4,WATCH — mixed,60
HTMEDIA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,366.65,360.85,1.61,0.168,0.34,4,WATCH — mixed,60
HSCL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,366.65,360.85,1.61,0.168,0.34,4,WATCH — mixed,60
HYBRIDFIN,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,366.65,360.85,1.61,0.168,0.34,4,WATCH — mixed,60
HUHTAMAKI,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,366.65,360.85,1.61,0.168,0.34,4,WATCH — mixed,60
ADOR,Ador Welding Limited,Industrials,Small,BullFlag,Daily,2026-04-23,Pattern Formed,1037.1,1037.1,0.0,0.167,0.3,4,WATCH — mixed,15
ETERNAL,Eternal Limited,Consumer Cyclical,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,29.46,23.89,23.32,0.163,0.52,4,WATCH — mixed,100
NGIL,Nakoda Group of Industries Limited,Consumer Defensive,Micro,DoubleBottom,Weekly,2026-04-20,Pattern Formed,17837.0,14960.0,19.23,0.16,0.5,4,WATCH — mixed,40
ASTRAZEN,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1038.05,1142.0,-9.1,0.159,0.73,4,WATCH — mixed,60
ECLERX,eClerx Services Limited,Technology,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,159.98,211.0,-24.18,0.157,0.14,4,WATCH — mixed,40
SHYAMCENT,Shyam Century Ferrous Limited,Basic Materials,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,3627.6,3586.3,1.15,0.155,0.7,4,WATCH — mixed,15
SHRIRAMPPS,Shriram Properties Limited,Real Estate,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,3627.6,3586.3,1.15,0.155,0.7,4,WATCH — mixed,15
SHYAMMETL,Shyam Metalics and Energy Limited,,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,3627.6,3586.3,1.15,0.155,0.7,4,WATCH — mixed,15
SIEMENS,Siemens Limited,Industrials,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,3627.6,3586.3,1.15,0.155,0.7,4,WATCH — mixed,15
SIGACHI,Sigachi Industries Limited,Healthcare,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,3627.6,3586.3,1.15,0.155,0.7,4,WATCH — mixed,15
SHYAMTEL,Shyam Telecom Limited,Technology,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,3627.6,3586.3,1.15,0.155,0.7,4,WATCH — mixed,15
SHRIPISTON,SPR Auto Technologies Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,3627.6,3586.3,1.15,0.155,0.7,4,WATCH — mixed,15
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Large,DoubleBottom,Daily,2026-04-20,Pattern Formed,328.35,271.0,21.16,0.154,0.62,4,WATCH — mixed,40
PRICOLLTD,Pricol Limited,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,823.85,1002.85,-17.85,0.152,0.48,4,WATCH — mixed,60
PREMIERENE,PREMIER ENERGIES LIMITED,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,823.85,1002.85,-17.85,0.152,0.48,4,WATCH — mixed,60
PREMCO,Premco Global Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,823.85,1002.85,-17.85,0.152,0.48,4,WATCH — mixed,60
VSSL,Vardhman Special Steels Limited,Basic Materials,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,1561.3,1443.8,8.14,0.151,0.58,4,WATCH — mixed,60
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,4,WATCH — mixed,15
AEQUS,AEQUS LIMITED,,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,4,WATCH — mixed,15
AGARIND,Agarwal Industrial Corporation Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,90.95,88.5,2.77,0.149,0.51,4,WATCH — mixed,15
APEX,Apex Frozen Foods Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,260.75,291.93,-10.68,0.146,1.09,4,WATCH — mixed,60
APCOTEXIND,Apcotex Industries Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,260.75,291.93,-10.68,0.146,1.09,4,WATCH — mixed,60
APLAPOLLO,APL Apollo Tubes Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,260.75,291.93,-10.68,0.146,1.09,4,WATCH — mixed,60
BRNL,Bharat Road Network Limited,,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,3515.8,3462.6,1.54,0.144,0.69,4,WATCH — mixed,15
INDSWFTLAB,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,150.28,140.25,7.15,0.138,0.33,4,WATCH — mixed,40
INNOVANA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,150.28,140.25,7.15,0.138,0.33,4,WATCH — mixed,40
INGERRAND,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,150.28,140.25,7.15,0.138,0.33,4,WATCH — mixed,40
NAVKARURB,Navkar Urbanstructure Limited,Basic Materials,Micro,DoubleBottom,Weekly,2026-04-20,Pattern Formed,160.71,144.78,11.0,0.138,0.54,4,WATCH — mixed,40
NAVNETEDUL,Navneet Education Limited,Communication Services,Small,DoubleBottom,Weekly,2026-04-20,Pattern Formed,160.71,144.78,11.0,0.138,0.54,4,WATCH — mixed,40
BIRLACABLE,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,138.39,147.68,-6.29,0.137,0.47,4,WATCH — mixed,60
BIRLAMONEY,Aditya Birla Money Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,138.39,147.68,-6.29,0.137,0.47,4,WATCH — mixed,60
KIRLOSBROS,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1362.1,1330.0,2.41,0.137,0.47,4,WATCH — mixed,15
KIRLFER,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1362.1,1330.0,2.41,0.137,0.47,4,WATCH — mixed,15
TASTYBITE,Tasty Bite Eatables Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,731.4,714.75,2.33,0.136,0.16,4,WATCH — mixed,15
TARC,TARC Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,731.4,714.75,2.33,0.136,0.16,4,WATCH — mixed,15
LLOYDSENGG,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,63.02,67.71,-6.93,0.135,0.57,4,WATCH — mixed,60
LINDEINDIA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,63.02,67.71,-6.93,0.135,0.57,4,WATCH — mixed,60
LLOYDSENT,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,63.02,67.71,-6.93,0.135,0.57,4,WATCH — mixed,60
LINCOLN,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,63.02,67.71,-6.93,0.135,0.57,4,WATCH — mixed,60
QUINT,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,320.2,319.0,0.38,0.134,0.36,4,WATCH — mixed,40
RADIANTCMS,Radiant Cash Management Services Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,320.2,319.0,0.38,0.134,0.36,4,WATCH — mixed,40
RADHIKAJWE,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,320.2,319.0,0.38,0.134,0.36,4,WATCH — mixed,40
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Large,InverseHS,Daily,2026-04-23,Pattern Formed,132.83,136.0,-2.33,0.133,0.62,4,WATCH — mixed,80
OMNI,OMNITECH ENGINEERING LTD,Industrials,Small,BullFlag,Daily,2026-04-23,Pattern Formed,395.5,395.5,0.0,0.132,0.9,4,WATCH — mixed,20
LUPIN,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1285.5,1691.8,-24.02,0.129,0.52,4,WATCH — mixed,60
MAANALU,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1285.5,1691.8,-24.02,0.129,0.52,4,WATCH — mixed,60
SBFC,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,98.52,96.04,2.58,0.129,0.15,4,WATCH — mixed,60
RBLBANK,RBL Bank Limited,Financial Services,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,433.0,463.3,-6.54,0.128,0.43,4,WATCH — mixed,40
SCILAL,Shipping Corporation of India Land and Assets Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,131.91,149.37,-11.69,0.128,0.54,4,WATCH — mixed,40
DEEPINDS,Deep Industries Limited,Energy,Small,BullFlag,Daily,2026-04-23,Pattern Formed,432.25,432.25,0.0,0.126,0.93,4,WATCH — mixed,15
ECLERX,eClerx Services Limited,Technology,Mid,BullFlag,Daily,2026-04-23,Pattern Formed,213.04,211.0,0.97,0.125,0.66,4,WATCH — mixed,15
GRSE,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,219.76,219.76,0.0,0.121,0.28,4,WATCH — mixed,15
PFC,Power Finance Corporation Limited,Financial Services,Large,BullFlag,Weekly,2026-04-20,Pattern Formed,345.05,323.15,6.78,0.121,0.26,4,WATCH — mixed,15
PFS,PTC India Financial Services Limited,Financial Services,Small,BullFlag,Weekly,2026-04-20,Pattern Formed,345.05,323.15,6.78,0.121,0.26,4,WATCH — mixed,15
JSL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,127.72,126.53,0.94,0.12,0.48,4,WATCH — mixed,60
JSWINFRA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,127.72,126.53,0.94,0.12,0.48,4,WATCH — mixed,60
JTEKTINDIA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,127.72,126.53,0.94,0.12,0.48,4,WATCH — mixed,60
JSWENERGY,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,127.72,126.53,0.94,0.12,0.48,4,WATCH — mixed,60
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Large,InverseHS,Daily,2026-04-23,Pattern Formed,194.93,212.94,-8.46,0.119,0.69,4,WATCH — mixed,60
VCL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,725.34,737.25,-1.62,0.119,0.87,4,WATCH — mixed,60
VARROC,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,725.34,737.25,-1.62,0.119,0.87,4,WATCH — mixed,60
VARDHACRLC,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,725.34,737.25,-1.62,0.119,0.87,4,WATCH — mixed,60
VASCONEQ,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,725.34,737.25,-1.62,0.119,0.87,4,WATCH — mixed,60
DABUR,Dabur India Limited,Consumer Defensive,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,111.52,128.3,-13.08,0.118,0.2,4,WATCH — mixed,40
CYIENTDLM,Cyient DLM Limited,Technology,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,111.52,128.3,-13.08,0.118,0.2,4,WATCH — mixed,40
LUPIN,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1691.8,1691.8,-0.0,0.117,0.58,4,WATCH — mixed,15
MAANALU,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1691.8,1691.8,-0.0,0.117,0.58,4,WATCH — mixed,15
SURANAT&P,Surana Telecom and Power Limited,Utilities,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,55.55,59.52,-6.67,0.117,0.32,4,WATCH — mixed,60
SUDEEPPHRM,SUDEEP PHARMA LIMITED,Healthcare,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,8.69,8.97,-3.12,0.116,0.41,4,WATCH — mixed,60
IBULLSLTD,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,365.6,360.85,1.32,0.115,0.51,4,WATCH — mixed,15
HPL,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,365.6,360.85,1.32,0.115,0.51,4,WATCH — mixed,15
HTMEDIA,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,365.6,360.85,1.32,0.115,0.51,4,WATCH — mixed,15
HSCL,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,365.6,360.85,1.32,0.115,0.51,4,WATCH — mixed,15
HYBRIDFIN,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,365.6,360.85,1.32,0.115,0.51,4,WATCH — mixed,15
HUHTAMAKI,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,365.6,360.85,1.32,0.115,0.51,4,WATCH — mixed,15
NIVABUPA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,388.1,416.85,-6.9,0.115,0.35,4,WATCH — mixed,60
NKIND,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,388.1,416.85,-6.9,0.115,0.35,4,WATCH — mixed,60
HARDWYN,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,990.6,1009.9,-1.91,0.113,0.33,4,WATCH — mixed,60
INDBANK,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,1545.0,1545.0,0.0,0.113,1.02,4,WATCH — mixed,15
KSHINTL,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,996.1,978.25,1.82,0.113,0.45,4,WATCH — mixed,15
SMCGLOBAL,SMC Global Securities Limited,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,423.35,410.35,3.17,0.113,0.75,4,WATCH — mixed,15
AGIIL,AGI Infra Limited,Real Estate,Small,DoubleBottom,Daily,2026-04-20,Pattern Formed,62.76,54.77,14.59,0.112,0.46,4,WATCH — mixed,40
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Small,FlatBase,Daily,2026-04-23,Pattern Formed,101.67,97.0,4.81,0.112,1.08,4,WATCH — mixed,40
TERASOFT,Tera Software Limited,Technology,Micro,FlatBase,Daily,2026-04-23,Pattern Formed,101.67,97.0,4.81,0.112,1.08,4,WATCH — mixed,40
SPMLINFRA,SPML Infra Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,115.28,101.0,14.14,0.111,0.53,4,WATCH — mixed,60
STUDDS,STUDDS ACCESSORIES LTD,Consumer Cyclical,Small,FlatBase,Weekly,2026-04-20,Pattern Formed,2243.6,2242.8,0.04,0.109,0.55,4,WATCH — mixed,40
BRNL,Bharat Road Network Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2995.6,3462.6,-13.49,0.107,0.39,4,WATCH — mixed,40
MONEYBOXX,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,594.9,600.15,-0.87,0.107,0.64,4,WATCH — mixed,60
MOLDTECH,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,594.9,600.15,-0.87,0.107,0.64,4,WATCH — mixed,60
MOL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,594.9,600.15,-0.87,0.107,0.64,4,WATCH — mixed,60
MOLDTKPAC,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,594.9,600.15,-0.87,0.107,0.64,4,WATCH — mixed,60
MONARCH,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,594.9,600.15,-0.87,0.107,0.64,4,WATCH — mixed,60
ESSARSHPNG,Essar Shipping Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2717.8,2679.8,1.42,0.106,1.39,4,WATCH — mixed,100
ESSENTIA,Integra Essentia Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2717.8,2679.8,1.42,0.106,1.39,4,WATCH — mixed,100
ESAFSFB,ESAF Small Finance Bank,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2717.8,2679.8,1.42,0.106,1.39,4,WATCH — mixed,100
ESABINDIA,ESAB India Limited,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2717.8,2679.8,1.42,0.106,1.39,4,WATCH — mixed,100
ESCORTS,Escorts Kubota Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2717.8,2679.8,1.42,0.106,1.39,4,WATCH — mixed,100
SONACOMS,Sona BLW Precision Forgings Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,545.35,573.5,-4.91,0.106,0.5,4,WATCH — mixed,60
SONAL,Sonal Mercantile Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,545.35,573.5,-4.91,0.106,0.5,4,WATCH — mixed,60
SUNTECK,Sunteck Realty Limited,Real Estate,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1.44,1.44,-0.0,0.106,0.37,4,WATCH — mixed,15
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,265.42,241.01,10.13,0.105,0.47,4,WATCH — mixed,60
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Large,BullFlag,Daily,2026-04-23,Pattern Formed,141.23,136.0,3.85,0.105,1.16,4,WATCH — mixed,15
ROLEXRINGS,Rolex Rings Limited,Industrials,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,396.8,347.35,14.24,0.105,0.26,4,WATCH — mixed,60
VSTTILLERS,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,1266.65,1460.9,-13.3,0.105,0.42,4,WATCH — mixed,80
WALCHANNAG,Walchandnagar Industries Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,1266.65,1460.9,-13.3,0.105,0.42,4,WATCH — mixed,80
VSTIND,VST Industries Limited,,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,1266.65,1460.9,-13.3,0.105,0.42,4,WATCH — mixed,80
VSTL,Vibhor Steel Tubes Limited,,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,1266.65,1460.9,-13.3,0.105,0.42,4,WATCH — mixed,80
DHRUV,Dhruv Consultancy Services Limited,Industrials,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,27.55,26.71,3.14,0.104,0.25,4,WATCH — mixed,15
PWL,Physicswallah Limited,Consumer Defensive,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,74.04,66.22,11.81,0.103,0.42,4,WATCH — mixed,60
KIRLOSBROS,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1185.1,1330.0,-10.89,0.102,0.4,4,WATCH — mixed,60
KIRLFER,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1185.1,1330.0,-10.89,0.102,0.4,4,WATCH — mixed,60
MANBA,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,1342.75,1429.0,-6.04,0.1,0.68,4,WATCH — mixed,60
MANORAMA,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,1342.75,1429.0,-6.04,0.1,0.68,4,WATCH — mixed,60
MANINDS,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,1342.75,1429.0,-6.04,0.1,0.68,4,WATCH — mixed,60
SURANASOL,Surana Solar Limited,Technology,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,32.39,37.69,-14.06,0.1,0.88,4,WATCH — mixed,80
ADOR,Ador Welding Limited,Industrials,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,1115.4,1037.1,7.55,0.098,0.26,4,WATCH — mixed,60
SVLL,Shree Vasu Logistics Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,14.0,14.0,0.0,0.096,0.62,4,WATCH — mixed,15
GARUDA,GARUDA CONSTRUCT N ENG L,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,637.7,639.0,-0.2,0.095,0.27,4,WATCH — mixed,60
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,704.1,742.45,-5.17,0.093,0.46,4,WATCH — mixed,60
TATACOMM,Tata Communications Limited,Communication Services,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,8069.25,7062.0,14.26,0.093,1.03,4,WATCH — mixed,120
SUDEEPPHRM,SUDEEP PHARMA LIMITED,Healthcare,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,9.23,8.97,2.9,0.092,0.39,4,WATCH — mixed,15
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Large,BullFlag,Daily,2026-04-23,Pattern Formed,215.95,212.94,1.41,0.092,1.86,4,WATCH — mixed,15
GENUSPAPER,Genus Paper & Boards Limited,Basic Materials,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,25.35,27.72,-8.55,0.091,0.67,4,WATCH — mixed,80
POLICYBZR,PB Fintech Limited,Financial Services,Large,DoubleBottom,Weekly,2026-04-20,Pattern Formed,2081.74,1488.8,39.83,0.091,0.28,4,WATCH — mixed,40
RAILTEL,RailTel Corporation of India Limited,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1221.0,1267.7,-3.68,0.091,0.22,4,WATCH — mixed,60
SBFC,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,95.95,96.04,-0.09,0.091,0.15,4,WATCH — mixed,60
BSHSL,Bombay Super Hybrid Seeds Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1001.8,1161.65,-13.76,0.09,0.45,4,WATCH — mixed,40
BSL,BSL Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1001.8,1161.65,-13.76,0.09,0.45,4,WATCH — mixed,40
BSE,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1001.8,1161.65,-13.76,0.09,0.45,4,WATCH — mixed,40
BUILDPRO,Shankara Buildpro Limited,Consumer Cyclical,Small,DoubleBottom,Daily,2026-04-23,Pattern Formed,1001.8,1161.65,-13.76,0.09,0.45,4,WATCH — mixed,40
MONEYBOXX,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,569.32,600.15,-5.14,0.09,0.64,4,WATCH — mixed,60
MOLDTECH,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,569.32,600.15,-5.14,0.09,0.64,4,WATCH — mixed,60
MOL,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,569.32,600.15,-5.14,0.09,0.64,4,WATCH — mixed,60
MOLDTKPAC,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,569.32,600.15,-5.14,0.09,0.64,4,WATCH — mixed,60
MONARCH,,,Unknown,InverseHS,Weekly,2026-04-23,Pattern Formed,569.32,600.15,-5.14,0.09,0.64,4,WATCH — mixed,60
