Stock,Name,Sector,Cap,Pattern,TF,Date,Status,Breakout_Zone,CMP,Upside_%,Quality,Vol_Surge,CANSLIM,Reco,Window
ARFIN,Arfin India Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,293.3,258.22,13.59,0.033,0.23,5,WATCH — mixed,100
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,652.05,652.05,0.0,0.032,0.14,5,WATCH — mixed,15
SKFINDUS,SKF IND (INDUSTRIAL) LTD,Industrials,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,336.45,410.35,-18.01,0.03,0.61,5,WATCH — mixed,120
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,526.81,505.45,4.23,0.028,0.45,5,WATCH — mixed,180
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,627.35,691.0,-9.21,0.028,0.68,5,WATCH — mixed,40
ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,534.48,580.7,-7.96,0.026,0.6,5,WATCH — mixed,60
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,InverseHS,Daily,2026-04-23,Pattern Formed,175.44,185.34,-5.34,0.026,0.26,5,WATCH — mixed,80
TEAMLEASE,TeamLease Services Limited,Industrials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,2618.35,2523.4,3.76,0.026,0.46,5,WATCH — mixed,60
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,2830.75,3462.6,-18.25,0.023,0.39,5,WATCH — mixed,60
DEEPINDS,Deep Industries Limited,Energy,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,29.71,28.45,4.43,0.023,2.35,5,WATCH — mixed,60
TEAMLEASE,TeamLease Services Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2589.0,2523.4,2.6,0.023,0.46,5,WATCH — mixed,40
EMUDHRA,eMudhra Limited,Technology,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,243.91,237.0,2.92,0.021,0.6,5,WATCH — mixed,15
AFSL,Abans Financial Services Limited,Financial Services,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,84.13,88.5,-4.94,0.02,0.46,5,WATCH — mixed,80
AFCONS,AFCONS INFRASTRUCTURE LTD,Industrials,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,84.13,88.5,-4.94,0.02,0.46,5,WATCH — mixed,80
AFFLE,Affle 3i Limited,Communication Services,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,84.13,88.5,-4.94,0.02,0.46,5,WATCH — mixed,80
TBOTEK,TBO TEK LIMITED,Consumer Cyclical,Mid,AscTriangle,Weekly,2026-04-23,Pattern Formed,1176.4,1318.1,-10.75,0.02,0.44,5,WATCH — mixed,30
TBOTEK,TBO TEK LIMITED,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1321.4,1318.1,0.25,0.017,0.47,5,WATCH — mixed,15
ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,Large,AscTriangle,Weekly,2026-04-23,Pattern Formed,534.48,580.7,-7.96,0.016,0.6,5,WATCH — mixed,30
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,515.7,505.45,2.03,0.016,0.67,5,WATCH — mixed,15
FIEMIND,Fiem Industries Limited,Consumer Cyclical,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2139.9,2249.5,-4.87,0.016,0.34,5,WATCH — mixed,40
FEDDERSHOL,Fedders Holding Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2139.9,2249.5,-4.87,0.016,0.34,5,WATCH — mixed,40
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,434.85,432.65,0.51,0.016,1.5,5,WATCH — mixed,20
COFORGE,Coforge Limited,Technology,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1529.1,1595.4,-4.16,0.015,0.76,5,WATCH — mixed,60
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,228.92,242.79,-5.71,0.015,0.4,5,WATCH — mixed,60
ARSSBL,ANAND RATHI SH N STK BR L,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,72.01,71.2,1.14,0.014,0.49,5,WATCH — mixed,15
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,555.15,469.0,18.37,0.009,0.3,5,WATCH — mixed,100
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,425.73,432.65,-1.6,0.005,0.81,5,WATCH — mixed,120
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,14.38,16.1,-10.68,0.004,0.55,5,WATCH — mixed,60
NECLIFE,Nectar Lifesciences Limited,Healthcare,Micro,InverseHS,Weekly,2026-04-23,Pattern Formed,33.64,35.7,-5.77,0.002,0.59,5,WATCH — mixed,60
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,Mid,BullFlag,Weekly,2026-04-20,Pattern Formed,1278.1,1268.6,0.75,0.001,0.7,5,WATCH — mixed,15
TBOTEK,TBO TEK LIMITED,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,1189.35,1318.1,-9.77,0.001,0.44,5,WATCH — mixed,60
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,243.58,242.79,0.33,0.0,0.86,5,WATCH — mixed,15
TPHQ,Teamo Productions HQ Limited,Industrials,Micro,FlatBase,Weekly,2026-04-23,Pattern Formed,4446.0,4145.0,7.26,0.0,0.94,5,WATCH — mixed,60
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,7323.5,7062.0,3.7,-0.001,1.03,5,WATCH — mixed,40
DEEPINDS,Deep Industries Limited,Energy,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,30.84,28.45,8.4,-0.003,2.35,5,WATCH — mixed,120
SONATSOFTW,Sonata Software Limited,Technology,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,256.24,238.63,7.38,-0.01,0.34,5,WATCH — mixed,40
FIEMIND,Fiem Industries Limited,Consumer Cyclical,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,2298.8,2249.5,2.19,-0.011,0.34,5,WATCH — mixed,60
FEDDERSHOL,Fedders Holding Limited,,Unknown,FlatBase,Weekly,2026-04-23,Pattern Formed,2298.8,2249.5,2.19,-0.011,0.34,5,WATCH — mixed,60
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,377.3,398.95,-5.43,-0.013,1.08,5,WATCH — mixed,60
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,454.8,418.1,8.78,-0.013,0.34,5,WATCH — mixed,60
DIVGIITTS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,Small,BullFlag,Daily,2026-04-23,Pattern Formed,748.1,728.0,2.76,-0.014,0.6,5,WATCH — mixed,15
DEEPINDS,Deep Industries Limited,Energy,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,28.88,28.45,1.51,-0.015,3.84,5,WATCH — mixed,15
TIPSMUSIC,Tips Music Limited,Communication Services,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,100.74,89.6,12.43,-0.017,0.3,5,WATCH — mixed,180
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,453.55,432.65,4.83,-0.018,0.81,5,WATCH — mixed,60
TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,630.7,563.25,11.98,-0.019,0.67,5,WATCH — mixed,60
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,630.7,563.25,11.98,-0.019,0.67,5,WATCH — mixed,60
SJVN,SJVN Limited,Utilities,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,1828.9,1726.7,5.92,-0.023,0.29,5,WATCH — mixed,120
SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,1828.9,1726.7,5.92,-0.023,0.29,5,WATCH — mixed,120
SKIPPER,Skipper Limited,Industrials,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,1828.9,1726.7,5.92,-0.023,0.29,5,WATCH — mixed,120
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,1828.9,1726.7,5.92,-0.023,0.29,5,WATCH — mixed,120
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,480.6,469.0,2.47,-0.024,0.65,5,WATCH — mixed,15
PGEL,PG Electroplast Limited,Technology,Mid,InverseHS,Daily,2026-04-23,Pattern Formed,374.38,469.7,-20.29,-0.024,0.53,5,WATCH — mixed,80
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,FlatBase,Daily,2026-04-23,Pattern Formed,187.21,185.34,1.01,-0.027,0.26,5,WATCH — mixed,40
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,691.0,691.0,0.0,-0.027,0.68,5,WATCH — mixed,40
CHEVIOT,Cheviot Company Limited,Consumer Cyclical,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,1589.2,1546.2,2.78,-0.028,1.57,5,WATCH — mixed,15
COROMANDEL,Coromandel International Limited,Basic Materials,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,1570.85,1652.7,-4.95,-0.034,1.13,5,WATCH — mixed,80
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,16.83,16.1,4.53,-0.034,0.55,5,WATCH — mixed,40
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,424.1,418.1,1.44,-0.039,0.24,5,WATCH — mixed,15
ASTRAL,Astral Limited,Industrials,Large,InverseHS,Weekly,2026-04-23,Pattern Formed,631.73,731.0,-13.58,-0.04,0.07,5,WATCH — mixed,60
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Basic Materials,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,445.12,469.0,-5.09,-0.04,0.3,5,WATCH — mixed,60
COROMANDEL,Coromandel International Limited,Basic Materials,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,1652.7,1652.7,0.0,-0.04,0.68,5,WATCH — mixed,15
FORCEMOT,Force Motors Limited,Consumer Cyclical,Large,FlatBase,Weekly,2026-04-23,Pattern Formed,450.9,440.9,2.27,-0.044,0.22,5,WATCH — mixed,40
EMUDHRA,eMudhra Limited,Technology,Small,InverseHS,Weekly,2026-04-23,Pattern Formed,272.38,237.0,14.93,-0.048,0.34,5,WATCH — mixed,180
CHALET,Chalet Hotels Limited,Consumer Cyclical,Mid,BullFlag,Daily,2026-04-23,Pattern Formed,187.21,185.34,1.01,-0.052,0.3,5,WATCH — mixed,15
ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,580.7,580.7,-0.0,-0.055,0.21,5,WATCH — mixed,15
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,666.35,652.05,2.19,-0.058,0.13,5,WATCH — mixed,60
THERMAX,Thermax Limited,Industrials,Large,FlatBase,Daily,2026-04-23,Pattern Formed,4278.4,3790.0,12.89,-0.06,1.19,5,WATCH — mixed,40
SONATSOFTW,Sonata Software Limited,Technology,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,241.63,238.63,1.26,-0.064,0.46,5,WATCH — mixed,15
WAKEFIT,WAKEFIT INNOVATIONS LTD,Consumer Cyclical,Small,FlatBase,Weekly,2026-04-23,Pattern Formed,1488.4,1460.9,1.88,-0.066,0.42,5,WATCH — mixed,60
TIPSMUSIC,Tips Music Limited,Communication Services,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,91.74,89.6,2.39,-0.067,0.55,5,WATCH — mixed,15
DODLA,Dodla Dairy Limited,Consumer Defensive,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,457.7,457.7,-0.0,-0.069,0.69,5,WATCH — mixed,60
SONATSOFTW,Sonata Software Limited,Technology,Mid,InverseHS,Weekly,2026-04-23,Pattern Formed,207.33,238.63,-13.12,-0.079,0.34,5,WATCH — mixed,60
BSOFT,Birlasoft Limited,Technology,Mid,FlatBase,Weekly,2026-04-23,Pattern Formed,1192.2,1161.65,2.63,-0.082,0.45,5,WATCH — mixed,40
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Large,InverseHS,Daily,2026-04-23,Pattern Formed,1231.58,1420.4,-13.29,-0.087,0.29,5,WATCH — mixed,80
CORALFINAC,Coral India Finance and Housing Limited,Real Estate,Micro,FlatBase,Weekly,2026-04-23,Pattern Formed,523.63,505.45,3.6,-0.09,0.45,5,WATCH — mixed,80
PGEL,PG Electroplast Limited,Technology,Mid,FlatBase,Daily,2026-04-23,Pattern Formed,472.85,469.7,0.67,-0.097,0.53,5,WATCH — mixed,40
BSOFT,Birlasoft Limited,Technology,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,1192.2,1161.65,2.63,-0.11,0.52,5,WATCH — mixed,15
TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,583.45,563.25,3.59,-0.135,1.11,5,WATCH — mixed,15
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,583.45,563.25,3.59,-0.135,1.11,5,WATCH — mixed,15
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,7323.5,7062.0,3.7,-0.143,1.12,5,WATCH — mixed,20
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,16.73,16.1,3.91,-0.145,1.33,5,WATCH — mixed,15
TEAMLEASE,TeamLease Services Limited,Industrials,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,2610.5,2523.4,3.45,-0.17,0.61,5,WATCH — mixed,20
AVALON,Avalon Technologies Limited,Technology,Mid,BullFlag,Daily,2026-04-20,Pattern Formed,1055.85,1055.85,0.0,-0.205,0.97,5,WATCH — mixed,30
THERMAX,Thermax Limited,Industrials,Large,BullFlag,Daily,2026-04-23,Pattern Formed,4210.6,3790.0,11.1,-0.211,1.5,5,WATCH — mixed,15
WILLAMAGOR,Williamson Magor & Co. Limited,Financial Services,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,484.5,479.5,1.04,-0.227,4.14,5,WATCH — mixed,20
ATALREAL,Atal Realtech Limited,Industrials,Micro,BullFlag,Weekly,2026-04-20,Pattern Formed,26.09,26.09,-0.0,-0.234,1.07,5,WATCH — mixed,40
SURAJEST,SURAJ ESTATE DEVELOPERS L,Real Estate,Small,CupHandle,Daily,2026-04-23,Pattern Formed,474.15,425.5,11.43,0.695,0.3,4,WATCH — mixed,80
AARTISURF,Aarti Surfactants Limited,Basic Materials,Micro,DoubleBottom,Daily,2026-04-20,Pattern Formed,97.26,88.5,9.9,0.498,0.9,4,WATCH — mixed,40
AARVI,Aarvi Encon Limited,Industrials,Micro,DoubleBottom,Daily,2026-04-20,Pattern Formed,97.26,88.5,9.9,0.498,0.9,4,WATCH — mixed,40
MANOMAY,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,555.65,543.0,2.33,0.455,0.57,4,WATCH — mixed,15
MANOMAY,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,461.95,543.0,-14.93,0.444,0.33,4,WATCH — mixed,60
UFBL,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,321.79,312.0,3.14,0.439,1.44,4,WATCH — mixed,15
UCOBANK,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,321.79,312.0,3.14,0.439,1.44,4,WATCH — mixed,15
TVSSRICHAK,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,321.79,312.0,3.14,0.439,1.44,4,WATCH — mixed,15
UCAL,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,321.79,312.0,3.14,0.439,1.44,4,WATCH — mixed,15
TVVISION,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,321.79,312.0,3.14,0.439,1.44,4,WATCH — mixed,15
UEL,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,321.79,312.0,3.14,0.439,1.44,4,WATCH — mixed,15
POLICYBZR,PB Fintech Limited,Financial Services,Large,DoubleBottom,Daily,2026-04-23,Pattern Formed,1115.15,914.05,22.0,0.384,0.36,4,WATCH — mixed,100
SOMANYCERA,Somany Ceramics Limited,Industrials,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,90.12,71.67,25.74,0.35,0.5,4,WATCH — mixed,60
SOLARINDS,Solar Industries India Limited,Basic Materials,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,90.12,71.67,25.74,0.35,0.5,4,WATCH — mixed,60
SIKKO,Sikko Industries Limited,Basic Materials,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1098.5,853.75,28.67,0.331,0.45,4,WATCH — mixed,60
SIKA,Sika Interplant Systems Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,1098.5,853.75,28.67,0.331,0.45,4,WATCH — mixed,60
BIL,Bhartiya International Ltd.,Consumer Cyclical,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,338.96,338.96,0.0,0.303,0.64,4,WATCH — mixed,15
SHANTIGOLD,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,2399.0,2166.3,10.74,0.303,2.87,4,WATCH — mixed,40
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,5.69,5.69,-0.0,0.295,0.7,4,WATCH — mixed,15
ASHIKA,Ashika Credit Capital Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,309.85,315.67,-1.84,0.29,0.85,4,WATCH — mixed,60
ASHOKLEY,Ashok Leyland Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,309.85,315.67,-1.84,0.29,0.85,4,WATCH — mixed,60
ASHOKA,Ashoka Buildcon Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,309.85,315.67,-1.84,0.29,0.85,4,WATCH — mixed,60
ASIANHOTNR,Asian Hotels (North) Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,309.85,315.67,-1.84,0.29,0.85,4,WATCH — mixed,60
ASIANENE,Asian Energy Services Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,309.85,315.67,-1.84,0.29,0.85,4,WATCH — mixed,60
ASHAPURMIN,Ashapura Minechem Limited,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,309.85,315.67,-1.84,0.29,0.85,4,WATCH — mixed,60
UFBL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,222.02,312.0,-28.84,0.274,0.74,4,WATCH — mixed,100
UCOBANK,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,222.02,312.0,-28.84,0.274,0.74,4,WATCH — mixed,100
TVSSRICHAK,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,222.02,312.0,-28.84,0.274,0.74,4,WATCH — mixed,100
UCAL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,222.02,312.0,-28.84,0.274,0.74,4,WATCH — mixed,100
TVVISION,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,222.02,312.0,-28.84,0.274,0.74,4,WATCH — mixed,100
UEL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,222.02,312.0,-28.84,0.274,0.74,4,WATCH — mixed,100
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,Small,BullFlag,Daily,2026-04-23,Pattern Formed,362.36,348.82,3.88,0.273,0.88,4,WATCH — mixed,15
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,212.62,207.7,2.37,0.271,0.77,4,WATCH — mixed,15
SUYOG,Suyog Telematics Limited,Communication Services,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,212.62,207.7,2.37,0.271,0.77,4,WATCH — mixed,15
SUVEN,Suven Life Sciences Limited,Healthcare,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,212.62,207.7,2.37,0.271,0.77,4,WATCH — mixed,15
SUZLON,Suzlon Energy Limited,Industrials,Large,BullFlag,Weekly,2026-04-23,Pattern Formed,212.62,207.7,2.37,0.271,0.77,4,WATCH — mixed,15
SURYAROSNI,Surya Roshni Limited,Basic Materials,Mid,BullFlag,Weekly,2026-04-23,Pattern Formed,212.62,207.7,2.37,0.271,0.77,4,WATCH — mixed,15
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,Micro,BullFlag,Weekly,2026-04-23,Pattern Formed,212.62,207.7,2.37,0.271,0.77,4,WATCH — mixed,15
PROZONER,Prozone Realty Limited,Real Estate,Small,BullFlag,Daily,2026-04-23,Pattern Formed,64.65,62.75,3.03,0.265,0.21,4,WATCH — mixed,15
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Mid,BullFlag,Daily,2026-04-23,Pattern Formed,64.65,62.75,3.03,0.265,0.21,4,WATCH — mixed,15
PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Small,BullFlag,Daily,2026-04-23,Pattern Formed,64.65,62.75,3.03,0.265,0.21,4,WATCH — mixed,15
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Mid,BullFlag,Daily,2026-04-23,Pattern Formed,64.65,62.75,3.03,0.265,0.21,4,WATCH — mixed,15
RPSGVENT,RPSG Ventures Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,475.3,470.8,0.96,0.265,1.01,4,WATCH — mixed,15
RPTECH,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,475.3,470.8,0.96,0.265,1.01,4,WATCH — mixed,15
GPTINFRA,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,127.58,116.74,9.29,0.26,0.3,4,WATCH — mixed,60
GPPL,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,127.58,116.74,9.29,0.26,0.3,4,WATCH — mixed,60
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,6.9,5.69,21.27,0.259,0.35,4,WATCH — mixed,100
DISAQ,DISA India Limited,,Unknown,DoubleBottom,Daily,2026-04-23,Pattern Formed,781.5,728.0,7.35,0.256,0.22,4,WATCH — mixed,60
ELDEHSG,Eldeco Housing and Industries Limited,Real Estate,Small,DoubleBottom,Weekly,2026-04-20,Pattern Formed,977.45,855.0,14.32,0.25,0.29,4,WATCH — mixed,40
NETWORK18,Network18 Media & Investments Limited,,Mid,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3861.4,3882.6,-0.55,0.248,0.79,4,WATCH — mixed,60
NETWEB,Netweb Technologies India Limited,,Large,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3861.4,3882.6,-0.55,0.248,0.79,4,WATCH — mixed,60
BALAJEE,SHREE TIRUPATI BALAJEE L,Consumer Cyclical,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,175.52,185.5,-5.38,0.247,0.93,4,WATCH — mixed,40
BALAJITELE,Balaji Telefilms Limited,Communication Services,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,175.52,185.5,-5.38,0.247,0.93,4,WATCH — mixed,40
THAKDEV,Thakkers Developers Limited,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3959.2,3790.0,4.46,0.245,1.19,4,WATCH — mixed,60
THOMASCOOK,,,Unknown,DoubleBottom,Weekly,2026-04-23,Pattern Formed,3959.2,3790.0,4.46,0.245,1.19,4,WATCH — mixed,60
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Mid,DoubleBottom,Daily,2026-04-23,Pattern Formed,3959.2,3790.0,4.46,0.245,1.19,4,WATCH — mixed,60
BIRLACABLE,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,153.67,147.68,4.06,0.244,0.62,4,WATCH — mixed,15
BIRLAMONEY,Aditya Birla Money Limited,,Small,BullFlag,Weekly,2026-04-23,Pattern Formed,153.67,147.68,4.06,0.244,0.62,4,WATCH — mixed,15
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,78.35,74.03,5.84,0.231,0.73,4,WATCH — mixed,60
TGBHOTELS,TGB Banquets and Hotels Limited,Consumer Cyclical,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,78.35,74.03,5.84,0.231,0.73,4,WATCH — mixed,60
TEMBO,Tembo Global Industries Limited,,Small,DoubleBottom,Weekly,2026-04-23,Pattern Formed,78.35,74.03,5.84,0.231,0.73,4,WATCH — mixed,60
SONAMLTD,Sonam Limited,Consumer Cyclical,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,221.54,238.63,-7.16,0.228,0.34,4,WATCH — mixed,60
SOMATEX,Soma Textiles & Industries Limited,,Micro,DoubleBottom,Weekly,2026-04-23,Pattern Formed,221.54,238.63,-7.16,0.228,0.34,4,WATCH — mixed,60
SEPC,SEPC Limited,Industrials,Small,DoubleBottom,Daily,2026-04-20,Pattern Formed,383.89,323.5,18.67,0.221,0.26,4,WATCH — mixed,40
LLOYDSENGG,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,69.16,67.71,2.14,0.217,0.88,4,WATCH — mixed,15
LINDEINDIA,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,69.16,67.71,2.14,0.217,0.88,4,WATCH — mixed,15
LLOYDSENT,,,Unknown,BullFlag,Weekly,2026-04-23,Pattern Formed,69.16,67.71,2.14,0.217,0.88,4,WATCH — mixed,15
